source,title,description
aerzteblatt.de,HIV: Fortschritt im Zugang zu Selbsttests für ärmere Länder - Deutsches Ärzteblatt: Aktuelles aus Gesundheitspolitik und Medizin,Genf – Der Zugang zu HIV-Selbsttests in ärmeren Ländern könnte sich deutlich verbessern. Der Preis für diese Tests habe auf unter zwei Dollar pro Stück halbiert...
miss.at,Dieser Lichtschutzfaktor ist für deine Haut geeignet - miss.at,"Um unsere Haut vor UV-Strahlen zu schützen, brauchen wir auf jedenfall genügend Sonnencreme mit hohem Lichtschutzfaktor."
heilpraxisnet.de,Hörverlust mit der Hilfe von Licht bekämpfen - Heilpraxisnet.de,"Durchbruch bei der Bekämpfung von Hörverlust? Mit der Hilfe von Lichtimplantaten könnte Menschen, die unter Taubheit oder einem hochgradigem Hörverlust leiden, das Hören ermöglicht werden. Durch neue Forschung konnten wichtige Parameter für das Design und die…"
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen - Heilpraxisnet.de,COVID-19: Erhöhtes Risiko für schwere Erkrankung bei Diabetes Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diab…
praxisvita.de,Coronavirus-Symptome: Der Unterschied zur Grippe und Erkältung - Praxisvita,"Welche Unterschiede gibt es zwischen Corona, einer Erkältung und der Grippe? Eine Tabelle mit allen Symtpomen!"
heilpraxisnet.de,Leukämie: Neue Ursache der Blutkrebs-Entstehung entdeckt - Heilpraxisnet.de,"Neue Ursache zur Leukämie-Entstehung entdeckt Forschende aus Deutschland haben eine neue Ursache der Entstehung von Leukämie (Blutkrebs) entdeckt. Sie haben damit ein neuartiges experimentelles Modell etabliert, das es Patientinnen und Patienten mit Leukämie …"
rtf1.de,NMI entwickelt neues Testsystem zur Überwachung des Immunstatus - RTF.1 Regionalfernsehen - Nachrichten,"Das Naturwissenschaftliche und Medizinische Institut in Reutlingen, kurz NMI, hat ein Testsystem namens NeutrobodyPlexTM entwickelt, mithilfe dessen der Immunstatus nach einer Coronainfektion oder Impfung überwacht werden kann."
t-online.de,Corona-Symptome: So kann sich Covid-19 auch auf der Haut zeigen - t-online,"Pusteln, Bläschen, juckende Stellen: Eine Infektion mit dem neuen Coronavirus kann auch auf der Haut Spuren hinterlassen. Analysen zeigen, welche Symptome ein Hinweis auf Covid-19 sein können."
presseportal.de,Bluthochdruck: Welcher Wirkstoff ist der richtige? - Presseportal.de,"Baierbrunn (ots) - Um den Blutdruck zu senken, stehen Ärzten und Patienten heute verschiedene Stoffe zur Auswahl. ""Alle wirken auf unterschiedliche Weise und werden auch..."
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen,Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?
frankfurter rundschau,Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden,"Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein."
heilpraxisnet.de,Coronavirus-Infektion: Immunantwort auf SARS-CoV-2 im Darm untersucht,"Bereits mehrere Studien haben gezeigt, dass das Coronavirus SARS-CoV-2 auch den Darm infizieren kann. Ein europäisches Forschungsteam untersuchte nun, wie die Zellen im Darm auf eine SARS-CoV-2-Infektion reagieren. Dabei zeigte sich, dass der Darm vielleicht eine größere Rolle im Infektionsgeschehen spielt, als bislang gedacht."
tz.de,WhatsApp-Virus: Schadsoftware klaut die Daten seiner Opfer,"Auf WhatsApp wurde eine schadhafte Software entdeckt, die sich über den Messengerdienst verbreitet"
tiroler tageszeitung online,Salzburger Forscher wollen exponentielles Wachstum nachvollziehbarer machen,"Im Gegensatz zu einem linearen Wachstum, wo eine Zahl eher langsam und stetig zunimmt, verläuft die Kurve beim expone..."
frankfurter neue presse,Warum Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren ist,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2 Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
gentside,Indische Corona-Variante: Impfstoffe zeigen weniger Wirkung!,"Derzeit verbreitet die doppelt mutierte indische Variante des Coronavirus Angst unter der Weltbevölkerung. Welche Impfstoffe können ihr die Stirn bieten? Wir sagen euch alles, was …"
