source,title,description
www.fr.de,Vitamin-D-Mangel: Künstliche Zufuhr kann Ihrer Gesundheit massiv schaden - Frankfurter Rundschau,"Für den Körper ist Vitamin D enorm wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Achtung – eine Überversorgung kann schädlich für die Gesundheit sein."
healthnewsnet.de,Durch Grünfärbung ertappt: Wie sich das Coronavirus mit körpereigenen Molekülen vor der Immunabwehr schützt - Healthnews,"Um ein Virus zu bekämpfen, formt der Körper eine Immunantwort. Teil dieser Reaktion ist das Bilden von Antikörpern, die die Viren neutralisieren. Doch britis"
freundin.de,Studie: Diese Abstandsregel schützt nicht vor einer Corona-Infektion | freundin.de - freundin,"Die Abstandsregel zählt zu den Nummer-eins-Methoden, um sich vor einer Ansteckung mit Covid-19 zu schützen. Doch hilft diese Regel überhaupt in Innenräumen?"
scinexx | das wissensmagazin,"Erstes Land schon vor 3,7 Milliarden Jahren? - Kontinentale Kruste könnte 500 Millionen Jahre früher entstanden sein als gedacht - scinexx.de - scinexx | Das Wissensmagazin","Uralte Landkruste: Unser Planet könnte schon vor 3,7 Milliarden Jahren Vorformen der Kontinente besessen haben – 500 Millionen Jahre früher als gedacht."
www.nau.ch,Coronavirus: Werden Kamel-Antikörper zum neuen «Wundermittel»? - Nau.ch,Im Kampf gegen das Coronavirus haben Forschende ganz spezielle Antikörper untersucht: diejenigen von Lamas und Alpakas.
wetter.travel,"Die globalen Masern -, Mumps-und Röteln-Virus-Impfstoff-Markt Branche, Trends Und Prognose, Analyse - wetter.travel - Wetterinformationen auf wetter.travel","Die Globalen Masern -, Mumps-und Röteln-Virus-Impfstoff-Bericht Monitore-Industrie-Wachstum. Die Studie prognostiziert die Aussichten für die kommenden Masern -, Mumps-und Röteln-Virus-Impfstoff Chancen für die prognostizierten Zeitraum 2021 bis…"
pressetext.com,Pilze reduzieren Krebsrisiko signifikant - Pressetext.com,Tägliches Essen senkt Wahrscheinlichkeit einer ernsten Erkranklung um bis zu 45 Prozent
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen,Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?
frankfurter rundschau,Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden,"Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein."
heilpraxisnet.de,Coronavirus-Infektion: Immunantwort auf SARS-CoV-2 im Darm untersucht,"Bereits mehrere Studien haben gezeigt, dass das Coronavirus SARS-CoV-2 auch den Darm infizieren kann. Ein europäisches Forschungsteam untersuchte nun, wie die Zellen im Darm auf eine SARS-CoV-2-Infektion reagieren. Dabei zeigte sich, dass der Darm vielleicht eine größere Rolle im Infektionsgeschehen spielt, als bislang gedacht."
tz.de,WhatsApp-Virus: Schadsoftware klaut die Daten seiner Opfer,"Auf WhatsApp wurde eine schadhafte Software entdeckt, die sich über den Messengerdienst verbreitet"
frankfurter neue presse,Corona-Studie: Darum ist Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2 Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
heilpraxisnet.de,Leukämie: Neue Ursache der Blutkrebs-Entstehung identifiziert,"Forschende aus Deutschland haben eine neue Ursache der Entstehung von Leukämie (Blutkrebs) entdeckt. Sie haben damit ein neuartiges experimentelles Modell etabliert, das es Patientinnen und Patienten mit Leukämie in Zukunft ermöglicht, spezifischer behandelt zu werden."
heilpraxisnet.de,Coronavirus-Epidemie bereits vor mehr als 20.000 Jahren in Ostasien?,"Es scheint bereits vor mehr als 20.000 Jahren eine Coronavirus-Epidemie gegeben zu haben, welche auf Ostasien beschränkt war und das Ergbut der dortigen Bevölkerung signifikant verändert hat. Diese Erkenntnis basiert auf einer aktuellen evolutionären Analyse menschlicher Genomdatensätze, bei der deutliche Genveränderungen von Menschen in Ostasien festgestellt wurden."
scinexx | das wissensmagazin,Corona: Antikörper verrät Risiko für schweren Verlauf,"Ein Bluttest kann verraten, ob bei einem Covid-19- Patienten ein schwerer Verlauf droht. Denn wenn im Blut Antikörper gegen das Erkältungs-Coronavirus"
